alpha,DGS2_diff,USEPUINDXD_diff,VIXCLS,trade_sum,sanctions_sum,fed_pressure_sum,trade_max,sanctions_max,fed_pressure_max,trade_sum_ma3,sanctions_sum_ma3,fed_pressure_sum_ma3,trade_sum_ma5,sanctions_sum_ma5,fed_pressure_sum_ma5,trade_sum_ma10,sanctions_sum_ma10,fed_pressure_sum_ma10
5.72236765935022e-05,-0.0004654419399069303,0.0001504335779278006,-0.0004985227900920737,0.0,-0.0001255980663597285,-0.0,0.0,0.0,6.96854004155785e-05,0.0,-0.0,0.0,4.2055230078712934e-05,0.0,0.0,0.0,-0.00031173608391058753,-0.00020698552196367587
6.135907273413175e-05,-0.0004606528198641377,0.00014604812162242057,-0.0004928161081994843,0.0,-0.00012069928662823927,-0.0,0.0,-0.0,6.122862351569057e-05,0.0,-0.0,0.0,3.3908855560750495e-05,0.0,0.0,0.0,-0.0003068940113879566,-0.000196469092460113
6.579332246575683e-05,-0.0004555174729058217,0.00014134569940975168,-0.0004866970308261507,0.0,-0.0001154469572211703,-0.0,0.0,-0.0,5.216116957473722e-05,0.0,-0.0,0.0,2.5174226551419118e-05,0.0,0.0,0.0,-0.0003017019411597097,-0.0001851930724806995
7.054802310718646e-05,-0.0004500108012945816,0.00013630338079701493,-0.0004801357615205777,0.0,-0.00010981580584092692,-0.0,0.0,-0.0,4.243918394688704e-05,0.0,-0.0,0.0,1.5809103301906844e-05,0.0,0.0,0.0,-0.0002961345359347949,-0.00017310280572660532
7.56463327554629e-05,-0.0004441032807734766,0.00013089478975251555,-0.00047310042393455663,0.0,-0.00010378251944041797,-0.0,0.0,-0.0,3.201573047646797e-05,0.0,-0.0,0.0,5.779126375358697e-06,0.0,0.0,0.0,-0.00029016599708004564,-0.00016014327111666917
8.111308307896872e-05,-0.0004376448381000936,0.00012498515478678076,-0.00046571123458759815,0.0,-9.796501214518517e-05,0.0,0.0,-0.0,2.041108685549417e-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.00028490197209807765,-0.00014766100775022984
8.697490026177834e-05,-0.0004305539405498218,0.0001185058126663033,-0.00045798093444096653,0.0,-9.256801965648644e-05,0.0,0.0,-0.0,7.458002117072102e-06,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0002806596559833387,-0.0001360491864414758
9.326033468832199e-05,-0.0004227001059749404,0.00011151803269459262,-0.00044957051464850566,0.0,-8.7284760074504e-05,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.00027568423415163813,-0.00012718775468383917
0.0001,-0.00041396702427567517,0.00010397525961518216,-0.0004404011526035633,0.0,-8.224650816070464e-05,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0002698186701903829,-0.00012214943089291445
0.00010722672220103231,-0.000404602827022415,9.588739127906832e-05,-0.0004305691462360257,0.0,-7.684415577730695e-05,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0002635292182161238,-0.000116747001438031
0.00011497569953977356,-0.00039456190524730515,8.721503516631818e-05,-0.0004200266080815185,0.0,-7.10513903948402e-05,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.00025678524501971745,-0.00011095415341433645
0.0001232846739442066,-0.0003837953570999103,7.791595421468005e-05,-0.0004087221924277782,0.0,-6.48400042891776e-05,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.00024955390179652527,-0.00010474267185237998
0.00013219411484660288,-0.0003722507410751901,6.794485497721053e-05,-0.0003966008385613078,0.0,-5.8179739868309054e-05,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.00024179996911322368,-9.808230366971858e-05
0.00014174741629268049,-0.00035987182772118765,5.72531720974596e-05,-0.00038360350812390335,0.0,-5.103815663989026e-05,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.00023348568125524505,-9.094060918093041e-05
